;Apr15_TPC_0-04-06_HMW;Apr15_TPC_0-04-06_HMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
2020,217;0,01037714;-0,009554383;
2022,081;0,00966561;-0,01024565;
2023,944;0,009526221;-0,01036483;
2025,808;0,009903448;-0,009967448;
2027,672;0,009886426;-0,00996437;
2029,535;0,01015832;-0,009672438;
2031,399;0,01031477;-0,009495996;
2033,263;0,01057766;-0,00921317;
2035,126;0,01047637;-0,009294579;
2036,990;0,01096009;-0,008791037;
2038,854;0,01171983;-0,008011526;
2040,717;0,01268533;-0,007026309;
2042,581;0,01289432;-0,006797659;
2044,445;0,01311567;-0,0065567;
2046,308;0,01384602;-0,005806793;
2048,172;0,01499169;-0,00464163;
2050,036;0,01627828;-0,003335589;
2051,899;0,01666191;-0,002932565;
2053,763;0,01655849;-0,003016643;
2055,627;0,01704647;-0,002509376;
2057,490;0,01768227;-0,001854331;
2059,354;0,01819308;-0,001324336;
2061,218;0,01803526;-0,001463026;
2063,081;0,01783558;-0,001643625;
2064,945;0,01770094;-0,001759237;
2066,809;0,01823313;-0,001208064;
2068,672;0,01900541;-0,0004168605;
2070,536;0,01918444;-0,0002189499;
2072,400;0,01900624;-0,0003783306;
2074,264;0,01924651;-0,0001192843;
2076,127;0,01951828;0,0001712064;
2077,991;0,02004772;0,0007193267;
