;May04_TPC_06-04-0_HMW;May04_TPC_06-04-0_HMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
3509,289;0,05070095;0,03164875;
3511,152;0,05017207;0,03112114;
3513,016;0,04990738;0,03085772;
3514,880;0,04973264;0,03068424;
3516,743;0,04927955;0,03023242;
3518,607;0,04902191;0,02997605;
3520,471;0,04859241;0,0295478;
3522,334;0,04834011;0,02929676;
3524,198;0,04790222;0,02886012;
3526,062;0,04757509;0,02853424;
3527,925;0,04719076;0,02815116;
3529,789;0,04698818;0,02794982;
3531,653;0,04617593;0,02713882;
3533,516;0,04588848;0,02685261;
3535,380;0,04580734;0,0267727;
3537,244;0,0456197;0,0265863;
3539,107;0,04514779;0,02611562;
3540,971;0,04492077;0,02588984;
3542,835;0,04449792;0,02546822;
3544,698;0,04410303;0,02507455;
3546,562;0,04369537;0,02466811;
3548,426;0,04338722;0,02436117;
3550,289;0,04275374;0,02372891;
3552,153;0,04239128;0,02336767;
3554,017;0,04200275;0,02298035;
3555,880;0,04175065;0,02272947;
3557,744;0,04141875;0,02239876;
3559,608;0,0411739;0,02215512;
3561,471;0,0407258;0,02170823;
3563,335;0,04069911;0,02168274;
3565,199;0,04042279;0,02140761;
3567,062;0,03993674;0,02092276;
3568,926;0,03930209;0,0202893;
3570,790;0,03907573;0,02006412;
3572,653;0,03881627;0,01980585;
3574,517;0,03854102;0,01953178;
3576,381;0,0380201;0,01901205;
3578,244;0,03779548;0,01878861;
3580,108;0,03748861;0,01848292;
3581,972;0,03729623;0,01829171;
3583,835;0,03689296;0,01788961;
3585,699;0,03676982;0,01776765;
3587,563;0,03630716;0,01730615;
3589,426;0,03579623;0,01679638;
3591,290;0,0352127;0,01621402;
3593,154;0,03518879;0,01619126;
3595,017;0,03499905;0,01600268;
3596,881;0,03479221;0,015797;
3598,745;0,03407426;0,01508021;
3600,608;0,03361595;0,01462304;
3602,472;0,03323662;0,01424486;
3604,336;0,03331055;0,01431994;
3606,199;0,03330333;0,01431386;
3608,063;0,03292775;0,01393942;
3609,927;0,03214016;0,01315297;
3611,790;0,0318278;0,01284174;
3613,654;0,03143704;0,01245212;
3615,518;0,03113872;0,01215493;
3617,381;0,03100738;0,01202472;
3619,245;0,03097696;0,01199543;
3621,109;0,0303558;0,0113754;
3622,972;0,02984137;0,01086208;
3624,836;0,02956186;0,0105837;
3626,700;0,02978672;0,01080967;
3628,563;0,02958775;0,01061181;
3630,427;0,02941739;0,01044257;
3632,291;0,02894048;0,00996677;
3634,154;0,02837769;0,009405087;
3636,018;0,02778268;0,008811189;
3637,882;0,02755376;0,008583366;
3639,745;0,02741717;0,008447882;
3641,609;0,02732313;0,008354937;
3643,473;0,02703942;0,008072333;
3645,336;0,02710371;0,008137711;
3647,200;0,02706528;0,008100377;
3649,064;0,02679851;0,0078347;
3650,927;0,02632882;0,0073661;
3652,791;0,02625116;0,007289519;
3654,655;0,02588712;0,006926566;
3656,518;0,02560176;0,006642291;
3658,382;0,0253434;0,006385003;
3660,246;0,02512632;0,006169005;
3662,109;0,02485912;0,005902881;
3663,973;0,02487719;0,005922026;
3665,837;0,02472608;0,005771985;
3667,700;0,02483851;0,005885477;
3669,564;0,02482069;0,00586873;
3671,428;0,02481495;0,005864051;
3673,291;0,02481935;0,005869515;
3675,155;0,02488797;0,00593919;
3677,019;0,02446083;0,005513108;
3678,882;0,02431797;0,005371308;
3680,746;0,02434903;0,005403423;
3682,610;0,02432386;0,0053793;
3684,473;0,02383371;0,0048902;
3686,337;0,02414282;0,005200353;
3688,201;0,02428362;0,005342204;
3690,064;0,02419756;0,005257189;
3691,928;0,02381819;0,004878856;
3693,792;0,02367287;0,004734574;
3695,655;0,02376839;0,004831135;
3697,519;0,0239876;0,005051381;
3699,383;0,02409296;0,005157772;
3701,246;0,02405228;0,005118115;
3703,110;0,02372953;0,004796397;
3704,974;0,02386732;0,004935212;
3706,837;0,02399038;0,0050593;
3708,701;0,02462722;0,005697164;
3710,565;0,02495122;0,006022179;
3712,428;0,02443239;0,005504371;
3714,292;0,02393504;0,005008036;
3716,156;0,02395273;0,005026738;
3718,019;0,02421993;0,005294948;
3719,883;0,02466573;0,005741762;
3721,747;0,02437849;0,005455531;
3723,610;0,02417929;0,005257332;
3725,474;0,0240622;0,005141246;
3727,338;0,02398994;0,00506999;
3729,202;0,02392907;0,005010114;
3731,065;0,0241381;0,005220144;
3732,929;0,02459661;0,005679651;
3734,793;0,02508887;0,006172906;
3736,656;0,02458796;0,005672984;
3738,520;0,02434513;0,005431142;
3740,384;0,02442598;0,005512988;
3742,247;0,0248757;0,005963693;
3744,111;0,02482773;0,005916708;
3745,975;0,02504515;0,006135106;
3747,838;0,02509468;0,006185618;
3749,702;0,02516862;0,006260535;
3751,566;0,02520056;0,006293449;
3753,429;0,02515721;0,006251076;
3755,293;0,02492562;0,006020452;
3757,157;0,02502257;0,006118376;
3759,020;0,02500315;0,006099922;
3760,884;0,02494387;0,006041614;
3762,748;0,02492736;0,006026061;
3764,611;0,02500559;0,006105262;
3766,475;0,02474009;0,005840723;
3768,339;0,024837;0,005938592;
3770,202;0,02504671;0,006149252;
3772,066;0,02499741;0,006100906;
3773,930;0,02464156;0,005746015;
3775,793;0,02481216;0,00591756;
3777,657;0,0249109;0,006017255;
3779,521;0,02500343;0,006110733;
3781,384;0,02509258;0,006200832;
3783,248;0,02514381;0,006253002;
3785,112;0,02503073;0,006140864;
3786,975;0,02501167;0,006122744;
3788,839;0,0248263;0,005938308;
3790,703;0,02485528;0,005968225;
3792,566;0,02480631;0,005920193;
3794,430;0,02497227;0,006087086;
3796,294;0,02508505;0,006200793;
3798,157;0,02541114;0,006527817;
3800,021;0,02545706;0,006574663;
3801,885;0,02550993;0,006628462;
3803,748;0,0257106;0,006830047;
3805,612;0,02579902;0,006919393;
3807,476;0,02547679;0,006598084;
3809,339;0,0253673;0,006489511;
3811,203;0,02526305;0,006386173;
3813,067;0,02531091;0,006434949;
3814,930;0,02514862;0,00627358;
3816,794;0,02535392;0,006479784;
3818,658;0,02566895;0,006795727;
3820,521;0,02575288;0,006880561;
3822,385;0,02586661;0,0069952;
3824,249;0,02591412;0,007043614;
3826,112;0,02536832;0,006498719;
3827,976;0,02526872;0,006400018;
3829,840;0,02551471;0,006646908;
3831,703;0,02566888;0,006801971;
3833,567;0,02564376;0,006777747;
3835,431;0,02586995;0,007004833;
3837,294;0,02610581;0,007241583;
3839,158;0,02654015;0,007676815;
3841,022;0,02639471;0,007532263;
3842,885;0,02611659;0,007255024;
3844,749;0,02569081;0,006830135;
3846,613;0,02541356;0,006553763;
3848,476;0,02527311;0,006414198;
3850,340;0,02569438;0,006836344;
3852,204;0,02611971;0,007262549;
3854,067;0,02647102;0,007614738;
3855,931;0,026483;0,0076276;
3857,795;0,02634105;0,007486519;
3859,658;0,02599326;0,007139597;
3861,522;0,02587306;0,007020273;
3863,386;0,02607865;0,007226723;
3865,249;0,0264021;0,007551042;
3867,113;0,02642617;0,007575975;
3868,977;0,02637388;0,007524549;
3870,840;0,02628513;0,00743666;
3872,704;0,02664506;0,007797453;
3874,568;0,02644639;0,007599639;
3876,431;0,02607086;0,007224963;
3878,295;0,02604053;0,007195491;
3880,159;0,02633797;0,007493787;
3882,022;0,02651091;0,007667573;
3883,886;0,02662164;0,007779149;
3885,750;0,02650938;0,00766774;
3887,613;0,02662256;0,007781767;
3889,477;0,02643605;0,007596105;
3891,341;0,02638928;0,007550178;
3893,204;0,02651629;0,007678028;
3895,068;0,02668346;0,007846034;
3896,932;0,02643111;0,007594528;
3898,795;0,02634128;0,007505532;
3900,659;0,02658723;0,007752317;
3902,523;0,02704338;0,0082093;
3904,386;0,02681684;0,007983594;
3906,250;0,02674133;0,007908915;
3908,114;0,02668003;0,007848441;
3909,977;0,0265887;0,007757938;
3911,841;0,02664023;0,007810292;
3913,705;0,0268141;0,007984985;
3915,568;0,0267349;0,007906611;
3917,432;0,02682321;0,007995747;
3919,296;0,02675401;0,007927366;
3921,159;0,02668115;0,007855324;
3923,023;0,02671447;0,007889459;
3924,887;0,02692741;0,008103208;
3926,750;0,02691115;0,008087762;
3928,614;0,02686015;0,008037578;
3930,478;0,02672285;0,007901083;
3932,341;0,02697644;0,008155482;
3934,205;0,02699658;0,008176435;
3936,069;0,02687097;0,008051629;
3937,932;0,02679993;0,007981393;
3939,796;0,02690344;0,008085702;
3941,660;0,02687912;0,008062187;
3943,523;0,02717118;0,00835505;
3945,387;0,02724057;0,008425233;
3947,251;0,02719441;0,008379871;
3949,114;0,02700073;0,008186981;
3950,978;0,02710064;0,008287686;
3952,842;0,02708266;0,0082705;
3954,705;0,02701078;0,00819941;
3956,569;0,02695459;0,008144009;
3958,433;0,02716325;0,008353453;
3960,296;0,02712927;0,008320266;
3962,160;0,02699906;0,008190835;
3964,024;0,02692516;0,008117717;
3965,887;0,02712701;0,008320353;
3967,751;0,02717844;0,008372566;
3969,615;0,02734322;0,008538121;
3971,478;0,02736105;0,008556725;
3973,342;0,02746372;0,008660174;
3975,206;0,02735241;0,00854964;
3977,069;0,02718043;0,008378431;
3978,933;0,02698739;0,008186158;
3980,797;0,02717007;0,008369608;
3982,660;0,02715202;0,00835233;
3984,524;0,02717612;0,008377199;
3986,388;0,02721186;0,008413706;
3988,251;0,02723815;0,008440756;
3990,115;0,02717044;0,008373806;
3991,979;0,02739616;0,008600286;
3993,842;0,02742699;0,008631881;
3995,706;0,02738791;0,008593563;
3997,570;0,02733912;0,008545531;
