;May06_TPC_06-04-0_HMW;May06_TPC_06-04-0_HMW (baseline corrected);
3533,516;0,0499382;0,02788605;
3535,380;0,04971023;0,02765921;
3537,244;0,04969045;0,02764057;
3539,107;0,04928199;0,02723323;
3540,971;0,04899186;0,02694424;
3542,835;0,04869817;0,02665166;
3544,698;0,04843727;0,02639188;
3546,562;0,04797071;0,02592645;
3548,426;0,04764301;0,02559986;
3550,289;0,04713875;0,02509671;
3552,153;0,04682848;0,02478756;
3554,017;0,04638799;0,02434818;
3555,880;0,04589356;0,02385485;
3557,744;0,04527699;0,02323939;
3559,608;0,04502697;0,02299047;
3561,471;0,04487891;0,02284351;
3563,335;0,04489987;0,02286557;
3565,199;0,04457218;0,02253898;
3567,062;0,0443257;0,02229359;
3568,926;0,04373403;0,02170301;
3570,790;0,04321599;0,02118606;
3572,653;0,04273887;0,02071003;
3574,517;0,04234356;0,02031579;
3576,381;0,04191365;0,01988697;
3578,244;0,04176663;0,01974103;
3580,108;0,04137433;0,0193498;
3581,972;0,04112948;0,01910603;
3583,835;0,04074289;0,01872052;
3585,699;0,04043045;0,01840914;
3587,563;0,0399506;0,01793036;
3589,426;0,03961851;0,01759934;
3591,290;0,03900688;0,01698877;
3593,154;0,03876947;0,01675243;
3595,017;0,03843448;0,0164185;
3596,881;0,03827572;0,0162608;
3598,745;0,03795307;0,0159392;
3600,608;0,03747672;0,01546391;
3602,472;0,03700299;0,01499122;
3604,336;0,03704858;0,01503787;
3606,199;0,03667209;0,01466242;
3608,063;0,0362771;0,01426847;
3609,927;0,03622721;0,01421963;
3611,790;0,03615142;0,01414488;
3613,654;0,03544742;0,01344191;
3615,518;0,03535454;0,01335007;
3617,381;0,03497493;0,01297149;
3619,245;0,0345055;0,0125031;
3621,109;0,03420387;0,0122025;
3622,972;0,03383768;0,01183733;
3624,836;0,0333615;0,01136218;
3626,700;0,0333743;0,011376;
3628,563;0,03310299;0,01110571;
3630,427;0,03268899;0,01069273;
3632,291;0,03206654;0,0100713;
3634,154;0,03177696;0,00978273;
3636,018;0,03147016;0,009476949;
3637,882;0,03128777;0,009295567;
3639,745;0,03105679;0,009065594;
3641,609;0,03097694;0,008986751;
3643,473;0,03086674;0,008877551;
3645,336;0,03083931;0,008851125;
3647,200;0,03056252;0,008575334;
3649,064;0,03078459;0,008798402;
3650,927;0,03035959;0,008374401;
3652,791;0,02963689;0,007652694;
3654,655;0,02912977;0,007146566;
3656,518;0,02911346;0,007131246;
3658,382;0,02899649;0,007015267;
3660,246;0,02893115;0,006950913;
3662,109;0,02868696;0,006707704;
3663,973;0,02832245;0,006344181;
3665,837;0,02810574;0,00612845;
3667,700;0,02825533;0,006279021;
3669,564;0,02824124;0,006265904;
3671,428;0,02844281;0,006468448;
3673,291;0,02830555;0,006332156;
3675,155;0,02820472;0,006232303;
3677,019;0,02818223;0,006210782;
3678,882;0,02808838;0,006117895;
3680,746;0,02765405;0,005684529;
3682,610;0,02759748;0,005628917;
3684,473;0,0274595;0,0054919;
3686,337;0,02771013;0,005743493;
3688,201;0,02807696;0,006111275;
3690,064;0,0282779;0,006313169;
3691,928;0,02782011;0,005856329;
3693,792;0,02761742;0,005654595;
3695,655;0,02764859;0,005686715;
3697,519;0,02785335;0,005892419;
3699,383;0,02791216;0,005952173;
3701,246;0,0279334;0,005974362;
3703,110;0,02778619;0,005828089;
3704,974;0,02795618;0,005999019;
3706,837;0,02779025;0,005834024;
3708,701;0,02805601;0,006100719;
3710,565;0,02836527;0,006410914;
3712,428;0,02823207;0,00627865;
3714,292;0,02783235;0,005879853;
3716,156;0,02784762;0,00589605;
3718,019;0,02759702;0,005646383;
3719,883;0,02779394;0,00584423;
3721,747;0,02802736;0,006078569;
3723,610;0,02843047;0,006482597;
3725,474;0,02865958;0,006712627;
3727,338;0,02860545;0,006659413;
3729,202;0,0282411;0,006295983;
3731,065;0,02827494;0,006330731;
3732,929;0,02852387;0,006580575;
3734,793;0,02899172;0,007049333;
3736,656;0,02907176;0,007130287;
3738,520;0,02881267;0,006872099;
3740,384;0,02838661;0,006446943;
3742,247;0,0284702;0,006531438;
3744,111;0,02856674;0,006628875;
3745,975;0,02896865;0,007031687;
3747,838;0,0292229;0,007286835;
3749,702;0,02884463;0,006909455;
3751,566;0,02848345;0,006549168;
3753,429;0,02869392;0,006760533;
3755,293;0,02865362;0,006721122;
3757,157;0,02877462;0,006843007;
3759,020;0,02878164;0,006850912;
3760,884;0,02881334;0,006883497;
3762,748;0,02888759;0,006958633;
3764,611;0,02889145;0,006963371;
3766,475;0,02896967;0,007042474;
3768,339;0,02943249;0,007506177;
3770,202;0,0291595;0,007234054;
3772,066;0,02914684;0,007222268;
3773,930;0,02908303;0,007159336;
3775,793;0,02907205;0,007149222;
3777,657;0,0291827;0,007260741;
3779,521;0,02934221;0,007421119;
3781,384;0,02926388;0,007343657;
3783,248;0,02921427;0,007294915;
3785,112;0,0290206;0,007102106;
3786,975;0,02910091;0,007183271;
3788,839;0,02919043;0,007273653;
3790,703;0,02923712;0,007321204;
3792,566;0,02932132;0,007406261;
3794,430;0,02946474;0,007550526;
3796,294;0,0291161;0,007202742;
3798,157;0,02935322;0,007440714;
3800,021;0,02971629;0,007804631;
3801,885;0,02969523;0,007784424;
3803,748;0,02970243;0,007792465;
3805,612;0,02997059;0,008061465;
3807,476;0,02983554;0,007927257;
3809,339;0,02972256;0,00781512;
3811,203;0,0294404;0,007533802;
3813,067;0,02931807;0,007412309;
3814,930;0,02943695;0,007532018;
3816,794;0,02963654;0,007732445;
3818,658;0,02975672;0,007853459;
3820,521;0,02998806;0,008085629;
3822,385;0,03007262;0,00817102;
3824,249;0,03030194;0,008401164;
3826,112;0,02998342;0,00808347;
3827,976;0,02991023;0,008011111;
3829,840;0,02987533;0,00797703;
3831,703;0,02985351;0,007956026;
3833,567;0,02996887;0,008072211;
3835,431;0,03027355;0,008377705;
3837,294;0,03025464;0,008359614;
3839,158;0,03042339;0,008529181;
3841,022;0,03049993;0,008606527;
3842,885;0,03047898;0,008586392;
3844,749;0,03013759;0,008245808;
3846,613;0,02997074;0,008079767;
3848,476;0,02996996;0,008079797;
3850,340;0,03043638;0,00854702;
3852,204;0,03092732;0,009038766;
3854,067;0,03113346;0,009245711;
3855,931;0,03090812;0,009021175;
3857,795;0,03056918;0,008683027;
3859,658;0,03000939;0,008124039;
3861,522;0,0300111;0,008126538;
3863,386;0,03035409;0,008470323;
3865,249;0,03079387;0,008910902;
3867,113;0,03092667;0,009044494;
3868,977;0,03109853;0,009217137;
3870,840;0,03090616;0,009025559;
3872,704;0,03100928;0,009129472;
3874,568;0,03073329;0,008854263;
3876,431;0,03065653;0,008778283;
3878,295;0,03048692;0,00860946;
3880,159;0,03049778;0,008621095;
3882,022;0,03068224;0,008806341;
3883,886;0,03087228;0,008997152;
3885,750;0,03062996;0,008755614;
3887,613;0,03078088;0,008907305;
3889,477;0,03090683;0,00903403;
3891,341;0,03087101;0,008998985;
3893,204;0,03086657;0,00899531;
3895,068;0,03089661;0,009026124;
3896,932;0,03083647;0,008966752;
3898,795;0,0309607;0,009091741;
3900,659;0,03105657;0,009188378;
3902,523;0,03149304;0,009625614;
3904,386;0,03147555;0,009608881;
3906,250;0,03133874;0,009472836;
3908,114;0,03094631;0,009081163;
3909,977;0,03074963;0,008885237;
3911,841;0,03084348;0,008979843;
3913,705;0,03110595;0,009243072;
3915,568;0,03113034;0,009268213;
3917,432;0,03124513;0,009383754;
3919,296;0,03127399;0,009413363;
3921,159;0,03127388;0,009414002;
3923,023;0,03111814;0,009259014;
3924,887;0,03126092;0,009402535;
3926,750;0,03126303;0,009405388;
3928,614;0,03136272;0,009505829;
3930,478;0,03127225;0,009416093;
3932,341;0,03139695;0,009541541;
3934,205;0,03146331;0,009608635;
3936,069;0,03146025;0,009606308;
3937,932;0,03129644;0,009443235;
3939,796;0,03132367;0,009471207;
3941,660;0,03145846;0,009606731;
3943,523;0,03178272;0,00993172;
3945,387;0,03170952;0,009859252;
3947,251;0,0316585;0,009808957;
3949,114;0,03159959;0,009750774;
3950,978;0,03183964;0,009991554;
3952,842;0,03163867;0,009791307;
3954,705;0,03146254;0,009615904;
3956,569;0,03129433;0,009448415;
3958,433;0,03136241;0,009517215;
3960,296;0,03148302;0,009638538;
3962,160;0,03163717;0,009793411;
3964,024;0,03151797;0,009674928;
3965,887;0,03158172;0,009739387;
3967,751;0,03171106;0,009869445;
3969,615;0,03182211;0,009981209;
3971,478;0,03161896;0,009778768;
3973,342;0,03151372;0,009674238;
3975,206;0,03134894;0,009510166;
3977,069;0,03157086;0,009732792;
3978,933;0,0318247;0,009987342;
3980,797;0,03176058;0,009923932;
3982,660;0,03164114;0,009805192;
3984,524;0,0318454;0,01001016;
3986,388;0,03185011;0,01001556;
3988,251;0,03183924;0,01000539;
3990,115;0,03167979;0,009846638;
3991,979;0,03183224;0,009999785;
3993,842;0,03179673;0,009964979;
3995,706;0,03178901;0,009957952;
3997,570;0,03175062;0,009920256;
