;Jun30_TPC_1-0-0_LMW;Jun30_TPC_1-0-0_LMW (baseline corrected);
3518,607;0,03203744;0,018041;
3520,471;0,03204202;0,01804573;
3522,334;0,03179385;0,01779771;
3524,198;0,03153356;0,01753757;
3526,062;0,03154135;0,01754551;
3527,925;0,03118171;0,01718601;
3529,789;0,03092754;0,01693199;
3531,653;0,03070048;0,01670508;
3533,516;0,03041908;0,01642382;
3535,380;0,03017573;0,01618062;
3537,244;0,0300438;0,01604884;
3539,107;0,02951459;0,01551977;
3540,971;0,02912599;0,01513131;
3542,835;0,0292752;0,01528068;
3544,698;0,02931003;0,01531565;
3546,562;0,02897212;0,01497788;
3548,426;0,02892044;0,01492634;
3550,289;0,02867188;0,01467793;
3552,153;0,02857944;0,01458564;
3554,017;0,02821807;0,01422441;
3555,880;0,02785385;0,01386033;
3557,744;0,02751981;0,01352643;
3559,608;0,02736783;0,0133746;
3561,471;0,02730428;0,01331118;
3563,335;0,02748586;0,0134929;
3565,199;0,02735075;0,01335793;
3567,062;0,02724863;0,01325596;
3568,926;0,02650946;0,01251692;
3570,790;0,0258649;0,0118725;
3572,653;0,0258342;0,01184194;
3574,517;0,02589337;0,01190125;
3576,381;0,0254591;0,01146712;
3578,244;0,02532493;0,01133309;
3580,108;0,02523083;0,01123913;
3581,972;0,02516103;0,01116946;
3583,835;0,02502337;0,01103194;
3585,699;0,02497508;0,01098378;
3587,563;0,02468606;0,0106949;
3589,426;0,02414478;0,01015376;
3591,290;0,02390226;0,009911366;
3593,154;0,02403277;0,01004202;
3595,017;0,02384121;0,009850589;
3596,881;0,02380426;0,00981377;
3598,745;0,02351266;0,009522312;
3600,608;0,02312576;0,009135541;
3602,472;0,02289875;0,008908661;
3604,336;0,02293949;0,008949535;
3606,199;0,02284363;0,008853812;
3608,063;0,02268221;0,008692521;
3609,927;0,02227783;0,008288272;
3611,790;0,02228697;0,008297545;
3613,654;0,02220825;0,008218962;
3615,518;0,0220595;0,008070336;
3617,381;0,02171235;0,007723315;
3619,245;0,02149759;0,007508691;
3621,109;0,02138127;0,007392501;
3622,972;0,0212258;0,007237159;
3624,836;0,02102152;0,007033004;
3626,700;0,02102985;0,007041467;
3628,563;0,02104436;0,00705611;
3630,427;0,02101992;0,007031794;
3632,291;0,02022253;0,006234534;
3634,154;0,01964875;0,005660883;
3636,018;0,01971938;0,005731638;
3637,882;0,01992588;0,005938264;
3639,745;0,01986254;0,005875053;
3641,609;0,01985936;0,005871992;
3643,473;0,01972357;0,005736335;
3645,336;0,019714;0,005726888;
3647,200;0,01989426;0,005907275;
3649,064;0,01997217;0,005985307;
3650,927;0,01949006;0,005503318;
3652,791;0,01912642;0,005139811;
3654,655;0,01881681;0,004830319;
3656,518;0,01880645;0,004820086;
3658,382;0,01884192;0,00485568;
3660,246;0,01872972;0,004743601;
3662,109;0,01844808;0,004462079;
3663,973;0,0185283;0,004542425;
3665,837;0,01871276;0,004727009;
3667,700;0,01870935;0,004723724;
3669,564;0,01877549;0,004789986;
3671,428;0,01917531;0,005189923;
3673,291;0,01914892;0,005163653;
3675,155;0,01899957;0,00501442;
3677,019;0,01870814;0,004723117;
3678,882;0,01829985;0,004314941;
3680,746;0,01820357;0,004218785;
3682,610;0,01843906;0,004454399;
3684,473;0,01857569;0,004591145;
3686,337;0,0188115;0,004827069;
3688,201;0,01891768;0,004933367;
3690,064;0,0188797;0,004895512;
3691,928;0,01856529;0,004581211;
3693,792;0,01834098;0,004357029;
3695,655;0,01827764;0,004293798;
3697,519;0,01816068;0,004176956;
3699,383;0,0181608;0,004177198;
3701,246;0,01841819;0,004434698;
3703,110;0,01829854;0,004315166;
3704,974;0,01822326;0,004240008;
3706,837;0,01820185;0,004218707;
3708,701;0,0183749;0,004391874;
3710,565;0,01864503;0,004662115;
3712,428;0,01862083;0,004638034;
3714,292;0,01829387;0,004311188;
3716,156;0,01825734;0,004274773;
3718,019;0,01839952;0,004417069;
3719,883;0,01858749;0,004605149;
3721,747;0,01854448;0,004562252;
3723,610;0,01881779;0,004835677;
3725,474;0,01890764;0,004925642;
3727,338;0,01843688;0,004454992;
3729,202;0,01851047;0,00452869;
3731,065;0,01896171;0,004980046;
3732,929;0,01914;0,005158451;
3734,793;0,0192582;0,005276756;
3736,656;0,01879048;0,004809145;
3738,520;0,01847574;0,004494518;
3740,384;0,01880229;0,004821183;
3742,247;0,01916554;0,00518454;
3744,111;0,01904222;0,005061332;
3745,975;0,0190044;0,005023624;
3747,838;0,01873651;0,004755838;
3749,702;0,01872799;0,004747424;
3751,566;0,01898445;0,005003993;
3753,429;0,01878959;0,004809242;
3755,293;0,01868015;0,004699915;
3757,157;0,01891895;0,004938819;
3759,020;0,0189011;0,004921076;
3760,884;0,01862942;0,004649511;
3762,748;0,01852078;0,004540971;
3764,611;0,01868096;0,00470126;
3766,475;0,01885598;0,004876387;
3768,339;0,01905268;0,00507319;
3770,202;0,01882817;0,004848793;
3772,066;0,01878692;0,00480765;
3773,930;0,01878787;0,0048087;
3775,793;0,01865622;0,004677153;
3777,657;0,01867017;0,004691208;
3779,521;0,01864969;0,00467084;
3781,384;0,01863652;0,00465777;
3783,248;0,01863237;0,004653725;
3785,112;0,01843034;0,004451798;
3786,975;0,01852373;0,004545293;
3788,839;0,01865696;0,004678625;
3790,703;0,01856634;0,004588106;
3792,566;0,01845509;0,004476963;
3794,430;0,01863538;0,004657357;
3796,294;0,01867106;0,004693139;
3798,157;0,01882358;0,004845762;
3800,021;0,01889247;0,004914749;
3801,885;0,01884671;0,004869093;
3803,748;0,01873862;0,004761107;
3805,612;0,01864719;0,004669782;
3807,476;0,01871987;0,004742556;
3809,339;0,01888375;0,004906536;
3811,203;0,0187345;0,004757386;
3813,067;0,01871365;0,004736637;
3814,930;0,01883562;0,004858707;
3816,794;0,01891907;0,004942257;
3818,658;0,01904857;0,005071856;
3820,521;0,01901017;0,005033557;
3822,385;0,01871209;0,004735579;
3824,249;0,01863826;0,004661844;
3826,112;0,01861556;0,004639244;
3827,976;0,01878443;0,004808214;
3829,840;0,01900644;0,005030319;
3831,703;0,01916317;0,005187148;
3833,567;0,01902593;0,005050005;
3835,431;0,01889127;0,004915442;
3837,294;0,01894545;0,00496972;
3839,158;0,01918322;0,005207593;
3841,022;0,01913288;0,005157347;
3842,885;0,0189461;0,004970657;
3844,749;0,01871807;0,004742731;
3846,613;0,01860759;0,004632342;
3848,476;0,01887273;0,004897576;
3850,340;0,01947558;0,005500528;
3852,204;0,01943361;0,005458651;
3854,067;0,01900186;0,005026992;
3855,931;0,01899173;0,005016963;
3857,795;0,01904844;0,005073768;
3859,658;0,01893327;0,004958688;
3861,522;0,01904038;0,005065894;
3863,386;0,01890973;0,004935337;
3865,249;0,01896217;0,004987871;
3867,113;0,01883687;0,004862668;
3868,977;0,01901311;0,005038998;
3870,840;0,01921891;0,005244888;
3872,704;0,01936038;0,005386459;
3874,568;0,01898899;0,005015156;
3876,431;0,01889734;0,004923595;
3878,295;0,0189713;0,004997651;
3880,159;0,01923147;0,005257914;
3882,022;0,01929212;0,005318655;
3883,886;0,01928256;0,005309185;
3885,750;0,01903881;0,005065525;
3887,613;0,0190101;0,005036911;
3889,477;0,01918976;0,005216655;
3891,341;0,01929839;0,005325381;
3893,204;0,01899936;0,00502644;
3895,068;0,01888496;0,004912128;
3896,932;0,01901274;0,005040005;
3898,795;0,01940848;0,005435827;
3900,659;0,01975443;0,005781869;
3902,523;0,01967153;0,005699055;
3904,386;0,01942085;0,005448464;
3906,250;0,01922257;0,005250276;
3908,114;0,01898656;0,005014358;
3909,977;0,01900228;0,005030164;
3911,841;0,01900638;0,005034353;
3913,705;0,01908092;0,005108986;
3915,568;0,01925462;0,005282768;
3917,432;0,01919592;0,005224155;
3919,296;0,01893909;0,004967417;
3921,159;0,01911221;0,005140618;
3923,023;0,01945137;0,005479869;
3924,887;0,01946588;0,005494462;
3926,750;0,01912216;0,005150834;
3928,614;0,01912845;0,005157211;
3930,478;0,01916085;0,005189692;
3932,341;0,01907631;0,005105239;
3934,205;0,01911016;0,005139171;
3936,069;0,01917218;0,005201277;
3937,932;0,01900982;0,00503901;
3939,796;0,01913477;0,00516404;
3941,660;0,01924237;0,00527173;
3943,523;0,01927614;0,00530558;
3945,387;0,01917962;0,005209151;
3947,251;0,01915706;0,005186675;
3949,114;0,01918578;0,005215476;
3950,978;0,01923986;0,00526964;
3952,842;0,01922213;0,005251989;
3954,705;0,01922549;0,005255432;
3956,569;0,01911529;0,005145321;
3958,433;0,01914519;0,0051753;
3960,296;0,01918351;0,005213706;
3962,160;0,01917334;0,005203621;
3964,024;0,01909404;0,005124404;
3965,887;0,01917884;0,005209285;
3967,751;0,01908419;0,005114715;
3969,615;0,01895932;0,004989928;
3971,478;0,01892439;0,004955079;
3973,342;0,01918239;0,00521316;
3975,206;0,01934417;0,005375022;
3977,069;0,01939618;0,005427115;
3978,933;0,0193201;0,005351113;
3980,797;0,01919758;0,00522868;
3982,660;0,01919665;0,005227825;
3984,524;0,01925697;0,005288226;
3986,388;0,01903993;0,005071271;
3988,251;0,01922892;0,005260342;
3990,115;0,01930759;0,005339088;
3991,979;0,01915202;0,005183601;
3993,842;0,01892287;0,004954529;
3995,706;0,01900888;0,005040618;
3997,570;0,01903364;0,005065452;
